Item_Name,SKU,GMV,Units_Sold,Orders,Offer_Pageviews,Offer_Conversion,Item_id,Base_Item_Id,Item_Pageviews,Item_Conversion,Auth_Sales,Cancelled_Sales,Refund_Sales,Department,Brand,Listing_Quality_Score,GMV_Minus_Commission,AUR,Cancelled_Units,Item_Condition
Lenovo M92P Desktop Gaming Computer PC Intel Quad-Core i5 3.2GHz Processor 4GB RAM 250GB HDD Windows 11 Pro with AMD Radeon Graphics Card (Roblox Ready),VH9-2Z29-V21,305.72,2,2,2,100.0,215338682,215338682,7,28.57142857142857,305.72,0.00,0.00,COMPUTING,Lenovo,32.19260787963867,287.38,152.86000000000000000,0,New
Restored Dell Intel Quad Core I7 3.4Ghz PC 16GB 2TB Windows 10 Desktop Computer WIFI HDMI (Refurbished),7E1-1VI-64H,0.00,0,1,1,100.0,572123719,572123719,2,50.0,154.93,0.00,154.93,TABLETS,Dell,50.0,0.00,154.93000000000000000,0,Restored: Like New
Dell OptiPlex 7010 Computer i3 Dual Core 3.1Ghz 4GB 500GB Dvd Windows 11 Home 64 Bit + WIFI,KF2-0D96-M36,283.78,2,2,4,50.0,478656854,478656854,13,15.384615384615385,283.78,0.00,0.00,COMPUTING,Dell,100.0,266.75,141.89000000000000000,0,New
"Windows 7 Pro Dell OptiPlex 3020 Desktop Computer, Intel Corei5 Dual-core (2 Core) 3.50 GHz, 8GB RAM DDR3 1TB HDD, Small Form Factor with Monitor Not Included LCD Monitor",RJ1-6C67-C42,0.00,0,1,3,33.33333333333333,210084981,210084981,3,33.33333333333333,164.90,0.00,164.90,COMPUTING,Dell,22.211966133117677,0.00,164.90000000000000000,0,New
"Restored HP EliteDesk 8300 Desktop Tower Computer, Intel Core i5, 8GB RAM, 500GB HD, DVD-RW, Windows 10 Professional, Black (Refurbished)",PY4-4H82-L24,0.00,0,0,0,"",49333471,49333471,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Restored: Like New
Gaming PC Desktop Lenovo 8GB 128GB SSD Windows 10 Pro WiFi For Fortnite Gaming,TH1-5S52-B42,0.00,0,1,5,20.0,433352412,433352412,15,6.666666666666667,170.16,0.00,170.16,COMPUTING,Lenovo,32.19260787963867,0.00,170.16000000000000000,0,New
"Pre-Owned Dell Optiplex Dual Monitor Desktop Computer with Intel Core i5 Processor 16GB RAM 2TB HD 300Mps Wifi DVD Windows 7 Pro and 2x 17"" LCD Monitor's - Used PC with 1 Year Warranty",E1I-0M6Q-SW3,0.00,0,0,0,"",426186859,426186859,0,"",0.00,0.00,0.00,TABLETS,Dell,32.653114318847656,0.00,"",0,Pre-Owned: Like New
"Dell Optiplex 790 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 2, 8GB DDR3 RAM, 500GB SATA Hard Drive, Windows 7 Professional 64bit with 19"" LCD Monitor",ZN9-1C90-F62,0.00,0,0,1,0.0,350800415,350800415,1,0.0,0.00,0.00,0.00,COMPUTING,Dell,12.903135299682617,0.00,"",0,New
Pre-Owned Used Windows 11 Pro 64bit Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 250GB Hard Drive (Monitor Not Included) Keyboard and Mouse!,RC2-8R39-P33,0.00,0,1,0,"",855737402,855737402,0,"",148.36,148.36,0.00,TABLETS,HP,0.0,0.00,148.36000000000000000,1,Pre-Owned: Good
"Dell Optiplex 7010 USFF Small Thin Desktop PC Intel Intel Core i5 3.0GHz Processor 16GB Ram 500GB Hard Drive DVD-RW with Windows 7 Professional-Used Computer with 17"" LCD Monitor",OGK-K1Z-HUCY,0.00,0,0,0,"",1676789171,1676789171,0,"",0.00,0.00,0.00,TABLETS,Dell,95.33526611328125,0.00,"",0,New
"Pre-Owned Lenovo Thinkcentre M91 SFF Desktop Computer Core i5, 8GB Ram, 1TB HDD, Nvidia GT 730, New 20"" LCD, Keyboard & Mouse, WiFi, Bluetooth, Win10 Home (Refurbished)",GRL-W5R-IRY,0.00,0,0,0,"",709454285,709454285,0,"",0.00,0.00,0.00,TABLETS,Lenovo,0.0,0.00,"",0,New
"Pre-Owned Dell 990 SFF, i5 Processor, 8GB, 500GB, Windows 10 Home, Wi-Fi + 19"" LCD",DNX-3ZQ-VHM,0.00,0,0,0,"",643775953,643775953,0,"",0.00,0.00,0.00,TABLETS,Dell,100.0,0.00,"",0,Pre-Owned: Like New
"Restored Dell OptiPlex 790 Desktop Tower Computer, Intel Core i7, 16GB RAM, 1TB HD, DVD-ROM, Windows 10 Home, Black (Refurbished)",PJ8-8LV-UBZ,0.00,0,0,0,"",262200401,262200401,1,0.0,0.00,0.00,0.00,TABLETS,Dell,100.0,0.00,"",0,Restored: Like New
Restored Dell Optiplex 3020 SFF Desktop PC - Intel Core i5-4570 3.2GHz 4GB 500GB DVDRW Windows 10 Professional (Refurbished),167T-2AME-ZAL3S,105.00,1,1,2,50.0,331363374,331363374,4,25.0,105.00,0.00,0.00,TABLETS,Dell,100.0,98.70,105.00000000000000000,0,Restored: Like New
"Dell Optiplex 990 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 2, 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 7 Professional 64bit with 19"" LCD Monitor",UK6-VBZF-3MZ,0.00,0,0,0,"",848170177,848170177,0,"",0.00,0.00,0.00,COMPUTING,Dell,100.0,0.00,"",0,New
"Restored Dell OptiPlex 7010 Business Desktops Computer, Intel Core i5, 8GB RAM, 1TB HD, DVD-RW, Windows 10 Professional 64Bit, Black (Refurbished)",90Y-D07-1VV,105.74,1,1,0,"",54947517,54947517,7,28.57142857142857,105.74,0.00,0.00,TABLETS,Dell,36.00580978393555,99.40,105.74000000000000000,0,Restored: Like New
"Restored Dell OptiPlex 3020 Small Form PC Desktop Computer, Intel i5, 8GB, 500GB HDD, Windows 10 Pro, 23.6"" FHD Monitor, RGB Keyboard & Mouse, 16GB Flash Drive, WiFi (Refurbished)",LS4-3Q23-O47,163.28,1,1,0,"",905210206,905210206,8,12.5,163.28,0.00,0.00,TABLETS,Dell,0.0,153.48,163.28000000000000000,0,Restored: Like New
HP Elite  Computer Tower i7 3.40GHz 8GB 500gb SSD Windows 10 hp 64Bit -REFUBISHED,WZ18-GYLO-1JOVC,158.90,1,1,5,20.0,791052809,791052809,5,20.0,158.90,0.00,0.00,COMPUTING,HP,0.0,149.37,158.90000000000000000,0,New
Pre-Owned HP EliteDesk 800 G1 Mini tower Core i7-4770 3.40GHz 24GB RAM 500GB SATA Desktop Grade B,AW1-18I-LMBI,0.00,0,0,0,"",320042047,320042047,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Good
Pre-Owned Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i3 3.2GHz Processor 8GB RAM 1TB Hard Drive Windows 10 Pro (Monitor Not Included) Keyboard and Mouse Used,NP2-0F88-G85,0.00,0,0,0,"",248970543,248970543,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Good
"Restored HP Desktop Computer Windows 10 Dual Core Processor 8GB Memory 500GB Hard Drive DVD WiFi with a 17"" LCD (Refurbished)",HGW-SDAU-F9T,0.00,0,0,0,"",138379585,138379585,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Restored: Like New
"DELL OPTIPLEX 990 SFF I5-2500 3.30GHz, 8GB RAM, 500GB HDD, WiFi 650MB/s, DVD+/-RW, Windows 10 PRO.",01N-N2D-CBGH,0.00,0,0,0,"",899631412,899631412,0,"",0.00,0.00,0.00,COMPUTING,Dell,12.903135299682617,0.00,"",0,New
"Restored Dell Optiplex 7020 Desktop Computer, Intel Core i5, 16GB RAM 240GB SSD Windows 10 Professional (Refurbished)",NJ1-MLMC-M5TE,125.47,1,1,0,"",968989323,968989323,26,3.8461538461538463,125.47,0.00,0.00,TABLETS,Dell,0.0,117.94,125.47000000000000000,0,Restored: Good
Pre-Owned Dell Optiplex 7010 Desktop PC I5-3470 Quad Core 3.2Ghz 16Gb 1TB Windows 10 Pro 64 Bit WiFi (Monitor not included) 1 Year Warranty,3D6-60G-F8Z,0.00,0,0,0,"",703533541,703533541,0,"",0.00,0.00,0.00,TABLETS,Dell,32.653114318847656,0.00,"",0,Pre-Owned: Good
"Dell Optiplex 7010 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 11 Professional 64bit",LO9-0K50-U47,3816.94,27,33,252,13.492063492063492,138104249,138104249,516,6.976744186046512,4814.74,284.74,713.06,COMPUTING,Dell,47.89915965585148,3587.86,141.61000000000000000,2,New
"Dell Optiplex 7010 Desktop, 17 Inch LCD, Intel Core i5 3.2GHz, 8GB RAM, 500GB HD, DVD, Used",0BOB-ONGT-6IUQG,154.70,1,1,5,20.0,1174026609,1174026609,9,11.11111111111111,154.70,0.00,0.00,TABLETS,Dell,100.0,145.42,154.70000000000000000,0,New
Restored Dell Optiplex 7060 Desktop Computer Hexa Core Intel i5 (3.2GHz) 16GB DDR4 RAM 500GB SSD Windows 11 Pro 24in LCD Monitor RGB Desktop Kit Home or Office PC (Refurbished),C6U-U88-HW1L,0.00,0,1,0,"",2412336456,2412336456,5,20.0,322.33,0.00,322.33,TABLETS,Dell,71.50145149230957,0.00,322.33000000000000000,0,Restored: Like New
Dell OptiPlex 7050 - Core i7 7700 3.6 GHz - 16 GB - 256 GB,SCLY-JEUD-U175X,3360.50,14,12,270,4.074074074074074,223145116,223145116,816,1.715686274509804,3360.50,0.00,0.00,COMPUTING,Dell,94.26893858476119,3158.89,240.03571428570000000,0,New
"Lenovo WIFI Windows 10 Pro for Fortnite Gaming Computer PC, Intel Core i5, 16GB, 128GB SSD, 1TB",ML7-0U54-T13,0.00,0,0,0,"",664061267,664061267,0,"",0.00,0.00,0.00,COMPUTING,Lenovo,0.0,0.00,"",0,New
"Restored Dell Optiplex Desktop Computer 3.1 GHz Core i3 Tower PC, 16GB, 500GB HDD, Windows 10 x64, 17"" Dual Monitor , USB Mouse & Keyboard (Refurbished)",IPY-D8V-QOX,1071.58,7,8,78,7.6923076923076925,822191067,822191067,2098,2.2878932316491896,1214.71,0.00,143.13,TABLETS,Dell,34.52509307861328,1005.95,151.83875000000000000,0,Restored: Like New
"Pre-Owned Used Windows 11 Dell OptiPlex 990 Desktop Computer PC, 3.10 GHz Intel Core i5 Quad-Core Gen 2, Dual Monitor Computer Bundle 8GB 1TB with 2x 22"" LCD's Wi-Fi 64bit",SJ2-4J59-S57,3599.78,23,31,162,11.728395061728394,956193967,956193967,475,6.947368421052631,4846.66,155.86,1091.02,TABLETS,Dell,36.72920156874746,3382.33,156.34387096770000000,1,Pre-Owned: Good
Restored PC- Dell Optiplex 390/790 Intel I3-2120 3.3GHz 2nd gen SFF/Desktop 4GB RAM 500GB SATA Win 10-64 Home No Monitor km - DVD-Rom +WIFI (Refurbished),00754568913301,0.00,0,0,0,"",609004369,609004369,0,"",0.00,0.00,0.00,TABLETS,Dell,0.0,0.00,"",0,Restored: Like New
"Restored HP ProDesk 600G1 Tower Computer PC, Intel Quad-Core i5, 2TB HDD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, Monitor Not Included, USB Keyboard and Mouse",4SI-IXE-8C6,0.00,0,0,0,"",829547933,829547933,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,New
"Restored HP G1 Desktop Computer Core i5 CPU up to 16GB RAM 2TB HDD or 512GB SSD and a 24"" LCD with Windows 10 (Refurbished)",Q7B-BYY-TDRT,144.73,1,1,0,"",1554458195,1554458195,4,25.0,144.73,0.00,0.00,TABLETS,HP,0.0,136.05,144.73000000000000000,0,Restored: Like New
"Pre-Owned HP 8200 Desktop Computer with Windows 11 Home, 8GB RAM, 1TB HDD, 19"" Dual Monitor, USB Mouse & Keyboard - Used PC",UA4-5A97-R43,0.00,0,0,0,"",347650482,347650482,1,0.0,0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Good
"Restored Dell OptiPlex SFF Desktop Computer with an Intel i3 Processor, 8GB RAM, 500GB Hard Drive , T-Wolf S6 LED Speaker Bar and a 17"" LCD - Windows 10 (Refurbished)",54E-XT4-3RF,114.96,1,1,5,20.0,172694285,172694285,21,4.761904761904762,114.96,0.00,0.00,TABLETS,Dell,16.064149856567383,108.06,114.96000000000000000,0,Restored: Like New
"Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i3 3.1GHz Processor 8GB RAM 1TB Hard Drive DVD-RW Wifi with a 19"" LCD-Used Computer",00885865335319,1771.00,11,14,42,7.142857142857142,941053628,941053628,435,3.4482758620689653,2254.00,0.00,483.00,TABLETS,Dell,20.40817143366887,1664.74,161.00000000000000000,0,Restored: Like New
Dell Optiplex 990 Desktop i5 Dual Core 3.3Ghz 8GB 500GB DVD-RW HDMI Windows 11 64 Bit 1 Year Warranty (Monitor Not Included),GC3-8K26-B43,609.52,4,8,15,46.666666666666664,720161508,720161508,18,44.44444444444444,1219.04,0.00,609.52,COMPUTING,Dell,43.91046006338937,572.96,152.38000000000000000,0,New
"Restored Dell OptiPlex 9020 Desktop Computer Bundle with 22"" Monitor, Intel Core i5, 8GB RAM, 500GB HD, DVD-ROM, Windows 10 Home, Black (Refurbished)",XV2-0Z13-X60,-193.90,-1,0,0,"",539366039,539366039,0,"",0.00,0.00,193.90,TABLETS,Dell,0.0,-182.27,"",0,Restored: Like New
"Restored Windows 11 Pro 64bit Fast Lenovo M92P Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 16GB RAM 500GB Hard Drive with a 22"" LCD Monitor Keyboard and Mouse (Refurbished)",QZ7-2K81-W14,158.90,1,1,7,14.285714285714285,579943579,579943579,29,3.4482758620689653,158.90,0.00,0.00,TABLETS,Lenovo,100.0,149.37,158.90000000000000000,0,New
HP 8200 Desktop Gaming PC PC Core i5 16GB RAM 1TB HDD For Fortnite Gaming Windows 11 Pro,A3Q-MF-JYZ,0.00,0,0,0,"",2839159564,2839159564,0,"",0.00,0.00,0.00,COMPUTING,HP,0.0,0.00,"",0,New
Dell OptiPlex 7010 Desktop PC 2TB Core i5 16GB RAM WiFi Win 11 Computer For Fortnite gaming,YT9-0D32-O51,583.29,3,3,6,50.0,840008768,840008768,9,33.33333333333333,583.29,0.00,0.00,COMPUTING,Dell,91.09630393981934,548.28,194.43000000000000000,0,New
"Restored Dell OptiPlex Desktop Computer Intel i3 3.06GHz 8GB RAM 2TB HD Windows 10 Dual 19"" LCD Monitors Wi-Fi PC (Refurbished)",IDQ-M3I-GHR,0.00,0,0,0,"",799457842,799457842,0,"",0.00,0.00,0.00,TABLETS,Dell,0.0,0.00,"",0,Restored: Like New
"Dell OptiPlex 9010 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 8GB DDR3 RAM, 2TB SATA Hard Drive, Windows 10 Professional 64bit",N98-U8V-GVS,184.34,1,1,2,50.0,350766091,350766091,7,14.285714285714285,184.34,0.00,0.00,COMPUTING,Dell,11.059830665588379,173.28,184.34000000000000000,0,New
"Dell OptiPlex 3020-SFF, Intel Core i5 3.6 GHz, 8GB RAM, 248GB SSD Solid State, DVDRW, Windows 11 Pro 64bit (Monitor Not Included)",EL5-0Z48-S65,0.00,0,1,1,100.0,919065794,919065794,1,100.0,201.02,0.00,201.02,COMPUTING,Dell,0.0,0.00,201.02000000000000000,0,New
"Pre-Owned HP EliteDesk 8100 Desktop Computer PC, Intel Dual-Core i5, 250GB HDD, 4GB DDR3 RAM, Windows 10 Pro, DVD, WIFI, 19in Monitor, USB Keyboard and Mouse, Bluetooth Included (Used )",F24-4BI-CWES,0.00,0,0,0,"",497702487,497702487,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Like New
Pre-Owned Used Lenovo ThinkCentre M92P MT i7-3770 3.40GHz 8GB 256GB SSD Win 10 Pro 1 Yr Wty,HCU-UVZ-5OK,0.00,0,0,0,"",563570683,563570683,0,"",0.00,0.00,0.00,TABLETS,Lenovo,0.0,0.00,"",0,Pre-Owned: Good
"Dell OptiPlex Desktop, Core i5, 16GB, 2TB HD, 512GB SSD, Black (Refurbished)",JUX-XWM-R1HL,115.17,1,1,22,4.545454545454546,2016719292,2291358443,42,2.380952380952381,115.17,0.00,0.00,TABLETS,Dell,100.0,108.26,115.17000000000000000,0,Restored: Like New
"HP Pro 6200 Computer PC & 19"" LCD, 3.1 Ghz Dual Core i3, 16GB DDR3 RAM 2TB Hard Drive, WiFi, Windows 10 Professional 64 Bit",Q2O-T46-VK8,0.00,0,0,1,0.0,993591175,168021737,3,0.0,0.00,0.00,0.00,COMPUTING,HP,0.0,0.00,"",0,New
"Restored Dell OptiPlex Desktop Computer with a Intel Core i3 3.9GHz 7th gen Processor, choose Memory, Hard drive, and LCD Options - Windows 10 PC (Refurbished)",4XAA-8LGM-OG7A9,379.98,2,2,15,13.333333333333334,5434685343,5434685343,34,5.88235294117647,379.98,0.00,0.00,TABLETS,Dell,100.0,357.18,189.99000000000000000,0,Restored: Like New
"Dell Optiplex 7010 Ultra Small Form Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 240SSD Hard Drive, Windows 7 Professional 64bit with 19"" LCD Monitor",EV4-SFKM-YKX,0.00,0,0,0,"",859034556,859034556,0,"",0.00,0.00,0.00,COMPUTING,Dell,100.0,0.00,"",0,New
"Dell 3010, 7010, 9010 SFF Core i3 16 GB RAM 1 TB HDD No Monitor Key,Mice,Wifi Windows 10 Home",6PGA-7B4-JTCX8,206.60,2,2,8,12.5,1997303296,1916062636,18,11.11111111111111,206.60,0.00,0.00,TABLETS,Dell,100.0,194.20,103.30000000000000000,0,New
Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i5 3.1GHz Processor 16GB RAM 1TB Hard Drive DVD-RW Wifi with a (Monitor Not Included) -Used Computer,0CB-MQEV-0WU,577.41,3,4,37,10.81081081081081,538583426,538583426,73,5.47945205479452,769.88,0.00,192.47,TABLETS,Dell,11.195353698730468,542.76,192.47000000000000000,0,New
"Dell OptiPlex 7010 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 500GB SATA Hard Drive, Windows 7 Professional 64bit with 19"" LCD Monitor",O5F-Q6R6-FN7,0.00,0,0,0,"",626620947,626620947,0,"",0.00,0.00,0.00,COMPUTING,Dell,100.0,0.00,"",0,New
Dell OptiPlex 7010 Desktop PC PC Desktop Core i5 16GB 512GB SSD Windows 11 For Fortnite Gaming,YG3-9A73-V83,393.22,2,2,5,40.0,739927760,739927760,8,25.0,393.22,0.00,0.00,COMPUTING,Dell,82.19260787963867,369.62,196.61000000000000000,0,New
"Pre-Owned Dell OptiPlex 7010 SFF Desktop PC with Intel Core i3 Processor, 8GB RAM, 500GB HD, DVD, Wi-Fi, 19"" LCD Monitor, Keyboard, and Mouse - Windows 10 Pre-installed - Used",FZ5-4S17-S14,0.00,0,0,0,"",659026571,659026571,1,0.0,0.00,0.00,0.00,TABLETS,Dell,100.0,0.00,"",0,New
"Restored Dell Optiplex Desktop Computer 3.2 GHz Core i5 Tower PC, 8GB, 1TB HDD, Windows 10 Home x64, 17"" Dual Monitor , USB Mouse & Keyboard (Refurbished)",LJN-N4S-YNX,0.00,0,0,0,"",598552598,598552598,0,"",0.00,0.00,0.00,TABLETS,Dell,0.0,0.00,"",0,Restored: Like New
"Dell OptiPlex 7010 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 8GB DDR3 RAM, 500GB SATA Hard Drive, Windows 11 Professional 64bit (Monitor Not Included)",WP5-8T96-Q26,156.63,1,1,5,20.0,442887276,442887276,7,14.285714285714285,156.63,0.00,0.00,COMPUTING,Dell,100.0,147.23,156.63000000000000000,0,New
"Pre-Owned Windows 11 Pro 64bit Fast Dell 7010 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 16GB RAM 1TB Hard Drive with a 17"" LCD Monitor Keyboard and Mouse",ELA-AVQ-3G8,4497.10,29,34,398,4.773869346733668,996743700,996743700,1339,2.9873039581777445,6815.60,309.80,2008.70,TABLETS,Dell,37.11118402631264,4227.66,154.90000000000000000,2,Pre-Owned: Like New
"DP to DP Cable, Rankie Gold Plated DisplayPort to DisplayPort Cable 4K Resolution Ready 6ft",EBT-TS6-Y3PO,139.86,14,14,594,2.356902356902357,5207334665,5207334665,794,1.7632241813602016,149.85,9.99,0.00,COMPUTER ACCESSORIES,Roundedsam,62.33766243674538,118.86,9.99000000000000000,1,New
"Pre-Owned Dell Optiplex 7010-T WA1-0381 Desktop PC with Intel Core i5 Processor, 16GB Memory, 500GB Hard Drive and Windows 11 Pro (Monitor Not Included) - Used",LP2-CIH3-GVT,154.98,1,1,4,25.0,659950003,659950003,15,6.666666666666667,154.98,0.00,0.00,TABLETS,Dell,100.0,145.68,154.98000000000000000,0,Pre-Owned: Like New
Pre-Owned Dell OptiPlex Windows 10 Pro SFF Desktop Computer with an Intel Quad Core i5 CPU 16GB RAM 2TB HD DVD-RW Wi-fi and a Monitor Not Included LCD Computer with 1 Year Warranty!,0ZX-QXD4-NPP,0.00,0,0,0,"",407829892,407829892,1,0.0,0.00,0.00,0.00,TABLETS,Dell,45.597676849365236,0.00,"",0,Pre-Owned: Good
"Pre-Owned Used HP 4000 Desktop PC with Intel Core 2 Duo Processor, 4GB Memory, 17"" Monitor, 500GB Hard Drive DVD Wi-Fi and Windows 10",CY8-1E8-7D6,0.00,0,0,0,"",54997431,54997431,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Good
"Pre-Owned HP EliteDesk 8200 SFF Desktop Computer PC, 3.20GHz Intel i5 Quad Core 8GB DDR3 RAM 2TB SATA Hard Drive, Windows 11 Pro 64bit",BIYH-VSSK-5PTLT,495.00,3,4,15,20.0,16941057747,16941057747,27,11.11111111111111,660.00,0.00,165.00,TABLETS,HP,80.0,465.30,165.00000000000000000,0,Pre-Owned: Good
"Windows 7 Pro Dell OptiPlex 3020 Desktop Computer, Intel Core i5 Dual-core (2 Core) 3.50 GHz, 16GB RAM DDR3 2TB HDD, Small Form Factor with 17 inch LCD Monitor",K3D-K3V9-HFI,190.40,1,3,4,75.0,125770531,125770531,10,30.0,571.20,0.00,380.80,TABLETS,Dell,46.53062286376953,178.98,190.40000000000000000,0,New
"Pre-Owned HP EliteDesk 8300 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 8GB DDR3 RAM, 2TB SATA Hard Drive, Windows 10 Home 64bit",AJ6-HQV-K15,0.00,0,0,0,"",55648550,55648550,2,0.0,0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Like New
"Pre-Owned HP EliteDesk 800G1 Desktop Computer PC, Intel Quad-Core i5, 1TB HDD, 8GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 22in Monitor, RGB Keyboard and Mouse",YJY-YRW-C24,0.00,0,0,0,"",561898915,561898915,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,New
"Dell OptiPlex 7010 Desktop Computer, Core i5, 16GB, 2TB HD, DVD, Black",90U-KW-XO6,568.26,3,4,9,44.44444444444444,3422706598,3422706598,12,33.33333333333333,757.68,0.00,189.42,COMPUTING,Dell,71.0374656677246,534.15,189.42000000000000000,0,New
Restored Intel Desktop Computer VGA Cable 5 FT - Limit 2,P2L-IEUYEMR,0.00,0,0,5,0.0,918278101,918278101,7,0.0,0.00,0.00,0.00,COMPUTER ACCESSORIES,Generic,100.0,0.00,"",0,Restored: Like New
"Restored Dell Optiplex 9020 Small Form Factor Desktop with Intel Core i7-4770 Upto 3.9GHz, HD Graphics 4600 4K Support, 32GB RAM, 1TB SSD, HDMI, Wi-Fi, Bluetooth - Windows 10 Pro (Refurbished)",H9SH-39OO-SAR29,825.59,4,4,3,33.33333333333333,132345251,132345251,16,18.75,825.59,0.00,0.00,TABLETS,Dell,24.807710647583008,777.84,206.39750000000000000,0,Restored: Like New
"Restored Dell Optiplex 3010 Desktop Computer Intel Core i3 3220 16GB RAM 250GB SSD Windows 10 Professional PC, Free keyboard and Mouse, WiFi Adapter, Black (Refurbished)",QG3-3RF-8PVE,390.15,3,3,195,1.5384615384615385,824104182,824104182,295,1.0169491525423728,390.15,0.00,0.00,TABLETS,HP,31.212497486787683,366.75,130.05000000000000000,0,Restored: Like New
Dell OptiPlex 7010 Computer i5 Dual Core 3.1Ghz 8GB 1TB Dvd Windows 11 Pro 64 Bit + WIFI 1 Year Warranty with (Monitor Not Included),DC1-8S12-Y94,161.45,1,1,1,100.0,623540602,623540602,2,50.0,161.45,0.00,0.00,COMPUTING,Dell,25.161254119873046,151.76,161.45000000000000000,0,New
"Pre-Owned Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 4GB RAM 2TB Hard Drive Windows 11 Pro 64bit with a 17"" LCD Monitor Keyboard and Mouse",4SQ-QW0-F7L,0.00,0,0,0,"",143380607,143380607,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Like New
"Restored Dell OptiPlex 7010 SFF Desktop PC with Intel Core i3 Processor, 8GB RAM, 500GB HD, DVD, Wi-Fi, 19 , Keyboard, and Mouse - Windows 11 Pre-installed (Refurbished)",MYS-CF-MSW,0.00,0,0,0,"",3347090627,3347090627,0,"",0.00,0.00,0.00,TABLETS,Dell,100.0,0.00,"",0,Restored: Like New
"Dell Optiplex 7010 Business Desktop, Core i5, 16GB, 250GB HD, Keyboard and Mouse, Refurbished",R9D-DYA-4QC,0.00,0,0,0,"",192420288,192420288,0,"",0.00,0.00,0.00,TABLETS,Dell,20.0,0.00,"",0,Restored: Good
"Dell Optiplex 7010 Ultra Small Form Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 8GB DDR3 RAM, 1TB Hard Drive, Windows 11 Professional 64bit (Monitor Not Included)",RT2-0V62-J82,0.00,0,1,1,100.0,687953712,687953712,1,100.0,166.51,0.00,166.51,COMPUTING,Dell,50.0,0.00,166.51000000000000000,0,New
Restored Dell OptiPlex 7010 Windows 11 Pro Desktop PC Computer With a Intel i5 Processor 3.0GHz Processor 16GB of Ram 1TB Hard Drive DVD and Wifi with (Monitor Not Included) (Refurbished),XEV-QJ-09A,390.02,2,3,9,33.33333333333333,3535762125,3535762125,15,20.0,585.03,0.00,195.01,TABLETS,Dell,56.99709606170654,366.62,195.01000000000000000,0,Restored: Like New
"Pre-Owned Dell OptiPlex Windows 7 Pro SFF Desktop Computer with an Intel Quad Core i5 CPU 16GB RAM 480SSD HD DVD-RW Wi-fi and a 19"" LCD Computer with 1 Year Warranty! (Refurbished: Good)",J4I-XBLT-WLQ,0.00,0,0,0,"",569320104,569320104,0,"",0.00,0.00,0.00,TABLETS,Dell,0.0,0.00,"",0,New
"Pre-Owned HP ProDesk 6300 Desktop Computer PC, Intel Quad-Core i5, 2TB HDD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, New 24in Monitor, USB Keyboard and Mouse (Used )",MHG-GC0-JAHY,0.00,0,0,0,"",894789166,894789166,0,"",0.00,0.00,0.00,TABLETS,HP,0.0,0.00,"",0,Pre-Owned: Like New
Pre-Owned Used Dell OptiPlex 7010 Windows 11 Desktop Computer Bundle with a Intel i3 Dual Core Processor 16GB of Ram 2TB HDD DVD and Wi-Fi,MIH-ZXTP-0OO,0.00,0,0,2,0.0,557195112,557195112,4,0.0,0.00,0.00,0.00,TABLETS,Dell,66.66666666666667,0.00,"",0,Pre-Owned: Good
